tipo_balsa,tempo_corte_total,qtd,peca,descricao,espessura_mm,peso_kg,peso_total_kg,bloco,painel,nesting,obs_base
"RAKE","0:04:41","4","RL1-HB3-C","1.187 x 354","12","37.480","149.920","BCB4","RL1","3375","R1"
"RAKE","0:02:37","1","RD-BJ3-BE_0","2.775 x 894","12","233.730","233.730","BDF4","RD","3375","R1"
"RAKE","0:02:05","2","RL1-HB3-C","1.187 x 354","12","37.480","74.960","BCB4","RL1","3376","R1"
"RAKE","0:01:46","2","ACCESS-TRAVESSEIRO","1.172 x 600","12","66.220","132.440","ACESS-TRAVESSEIRO","ACESS-TRAVESSEIRO","3376","R1"
"RAKE","0:01:37","1","BPR-RD1-BJ1P-R3.IGS","1.573 x 894","12","132.490","132.490","BPR","RD1","3376","R1"
"RAKE","0:00:51","1","BPR-RD2B-HB5B","734 x 190","12","11.380","11.380","BPR","RD2B","3376","R1"
"RAKE","0:01:15","1","BPR-RL1S-HB2AS","392 x 1.415","12","52.300","52.300","BPR","RL1S","3376","R1"
"RAKE","0:01:10","1","BPR-RL1S-HB2BS","392 x 1.415","12","52.300","52.300","BPR","RL1S","3376","R1"
"RAKE","0:12:12","5","RD-BJ2-BE","3.000 x 894","12","252.680","1,263.400","BDF2","RD","3376","R1"
"RAKE","0:01:22","1","BPR-RFR85-HB2","1.150 x 392","12","39.830","39.830","BPR","RFR85","3376","R1"
"RAKE","0:02:44","1","RD-H3_D","766 x 1.790","12","128.510","128.510","PCAS DE TETO","PCAS DE TETO","3376","R1"
"RAKE","0:01:48","1","RD-H15","746 x 430","12","29.510","29.510","BCB4","RD","3377","R1"
"RAKE","0:02:36","2","RL1-HB3-C","1.187 x 354","12","37.480","74.960","BCB4","RL1","3377","R1"
"RAKE","0:02:29","1","RD-BJ4-BB","2.775 x 894","12","233.730","233.730","BDF4","RD","3377","R1"
"RAKE","0:01:02","1","RFR1/RFR93-HB68-C","1.187 x 357","12","37.730","37.730","BPP","RFR1/RFR93","3377","R1"
"RAKE","0:13:34","1","BPR-RD1-H18-R1","9.060 x 995","12","843.770","843.770","BPR","RD1","3377","R1"
"RAKE","0:01:23","1","BPR-RL1S-HB3S-R3","1.163 x 353","12","36.620","36.620","BPR","RL1S","3377","R1"
"RAKE","0:06:00","1","RD-H5","9.066 x 590","12","503.870","503.870","BDF1","BDF1","3377","R1"
"RAKE","0:08:39","11","B2-B","993 x 516","10","25.640","282.040","BCE4","RL2","3381","R1"
"RAKE","0:01:03","1","B2-C","993 x 516","10","25.640","25.640","BCB4","RL2","3381","R1"
"RAKE","0:06:36","20","B3","288 x 174","10","2.350","47.000","BPP","BPP","3381","R1"
"RAKE","0:21:29","6","BPR-RD1-H3C~H19C-A","3.976 x 5.284","10","83.200","499.200","BPR","RD1","3381","R1"
"RAKE","0:01:25","2","B7","424 x 237","10","4.540","9.080","BPR","RD1","3381","R1"
"RAKE","0:18:05","11","BPR-RD1-H1B-H21B-A","573 x 2.390","10","30.410","334.510","BPR","RD1","3381","R1"
"RAKE","0:02:07","3","B9","408 x 256","10","4.570","13.710","BPR","BPR","3381","R1"
"RAKE","0:01:09","1","BPR-RD2B-B1~B7-R2","1.265 x 382","10","32.620","32.620","BPR","RD2B","3381","R1"
"RAKE","0:03:31","3","BPR-RD2B-B8~B13-R2","1.295 x 382","10","33.140","99.420","BPR","RD2B","3381","R1"
"RAKE","0:02:30","4","C3","200 x 155","10","2.410","9.640","BPR","RD1","3381","R1"
"RAKE","0:12:44","13","B2-C","993 x 516","10","25.640","333.320","BCB4","RL2","3382","R1"
"RAKE","0:01:31","5","B3","288 x 174","10","2.350","11.750","BPP","BPP","3382","R1"
"RAKE","0:03:41","8","B27","300 x 454","10","7.110","56.880","BPP","RFR1","3382","R1"
"RAKE","0:01:47","1","BPP-RFR1/RFR93-H9","4.867 x 750","10","286.550","286.550","BPP","RFR1/RFR93","3382","R1"
"RAKE","0:06:14","8","B11","690 x 276","10","9.950","79.600","BPR","BPR","3382","R1"
"RAKE","0:04:41","7","B13","384 x 295","10","5.440","38.080","BPR","BPR","3382","R1"
"RAKE","0:19:36","13","BPR-RD1-H1B-H21B-B","2.428 x 146","10","27.730","360.490","BPR","RD1","3382","R1"
"RAKE","0:16:19","5","BPR-RD1-H3C~H19C-B","6.640 x 146","10","76.100","380.500","BPR","RD1","3382","R1"
"RAKE","0:05:00","8","B2-B","993 x 516","10","25.640","205.120","BCE4","RL2","3383","R1"
"RAKE","0:14:24","17","B2-C","993 x 516","10","25.640","435.880","BCB4","RL2","3383","R1"
"RAKE","0:14:27","55","B3","288 x 174","10","2.350","129.250","BPP","BPP","3383","R1"
"RAKE","0:00:33","1","B28","424 x 198","10","3.800","3.800","BPP","RFR1","3383","R1"
"RAKE","0:08:32","3","BPR-RD1-H3C~H19C-A","3.976 x 5.284","10","83.200","249.600","BPR","RD1","3383","R1"
"RAKE","0:03:53","3","BPR-RD1-H1A~H8A-A","229 x 2.400","10","30.070","90.210","BPR","RD1","3383","R1"
"RAKE","0:09:14","4","BPR-RD1-H1C~H2C,H20C~H21C-A","4.709 x 2.344","10","63.800","255.200","BPR","RD1","3383","R1"
"RAKE","0:14:32","20","B2-B","993 x 516","10","25.640","512.800","BCE4","RL2","3384","R1"
"RAKE","0:03:58","13","B3","288 x 174","10","2.350","30.550","BPP","BPP","3384","R1"
"RAKE","0:19:52","6","BPR-RD1-H3C~H19C-A","3.976 x 5.284","10","83.200","499.200","BPR","RD1","3384","R1"
"RAKE","0:00:40","1","B13","384 x 295","10","5.440","5.440","BPR","BPR","3384","R1"
"RAKE","0:01:18","2","B7","424 x 237","10","4.540","9.080","BPR","RD1","3384","R1"
"RAKE","0:12:09","8","BPR-RD1-H1B-H21B-A","573 x 2.390","10","30.410","243.280","BPR","RD1","3384","R1"
"RAKE","0:06:33","10","B9","408 x 256","10","4.570","45.700","BPR","BPR","3384","R1"
"RAKE","0:00:52","1","B2-B","993 x 516","10","25.640","25.640","BCE4","RL2","3385","R1"
"RAKE","0:02:13","6","B3","288 x 174","10","2.350","14.100","BPP","BPP","3385","R1"
"RAKE","0:14:36","8","BPR-RD1-H1A~H8A-B","2.402 x 146","10","27.430","219.440","BPR","RD1","3385","R1"
"RAKE","0:13:00","4","BPR-RD1-H1C~H2C,H20C~H21C-B","5.200 x 146","10","59.390","237.560","BPR","RD1","3385","R1"
"RAKE","0:14:43","8","BPR-RD1-H1B-H21B-B","2.428 x 146","10","27.730","221.840","BPR","RD1","3385","R1"
"RAKE","0:47:48","12","BPR-RD1-H3C~H19C-B","6.640 x 146","10","76.100","913.200","BPR","RD1","3385","R1"
"RAKE","0:00:34","1","B2-B","993 x 516","10","25.640","25.640","BCE4","RL2","3386","R1"
"RAKE","0:00:42","3","B3","288 x 174","10","2.350","7.050","BPP","BPP","3386","R1"
"RAKE","0:02:32","5","B28","424 x 198","10","3.800","19.000","BPP","RFR1","3386","R1"
"RAKE","0:05:09","2","BPR-RD1-H3C~H19C-A","3.976 x 5.284","10","83.200","166.400","BPR","RD1","3386","R1"
"RAKE","0:06:49","13","B13","384 x 295","10","5.440","70.720","BPR","BPR","3386","R1"
"RAKE","0:02:02","4","B7","424 x 237","10","4.540","18.160","BPR","RD1","3386","R1"
"RAKE","0:02:22","2","BPR-RD1-H1B-H21B-A","573 x 2.390","10","30.410","60.820","BPR","RD1","3386","R1"
"RAKE","0:01:01","2","B9","408 x 256","10","4.570","9.140","BPR","BPR","3386","R1"
"RAKE","0:05:51","7","BPR-RD2B-B1~B7-R2","1.265 x 382","10","32.620","228.340","BPR","RD2B","3386","R1"
"RAKE","0:02:32","3","BPR-RD2B-B8~B13-R2","1.295 x 382","10","33.140","99.420","BPR","RD2B","3386","R1"
"RAKE","0:01:40","2","BPR-RD2C-B2~B3","1.265 x 382","10","32.600","65.200","BPR","RD2C","3386","R1"
"RAKE","0:01:44","1","BPR-RFR85-H33","3.572 x 750","10","210.310","210.310","BPR","RFR85","3386","R1"
"RAKE","0:03:00","1","BPR-RFR85-H4-R2","9.400 x 540","10","373.270","373.270","BPR","RFR85","3386","R1"
"RAKE","0:01:21","3","C3","200 x 155","10","2.410","7.230","BPR","RD1","3386","R1"
"RAKE","0:01:40","2","RD-HB42-C","1.265 x 382","10","32.820","65.640","BPR","RD","3386","R1"
"RAKE","0:05:17","1","RD-H20","9.066 x 590","12","503.870","503.870","BDF2","BDF2","3378","R1"
"RAKE","0:07:13","3","RD-BJ1-BB","3.000 x 894","12","252.680","758.040","BDF2","RD","3378","R1"
"RAKE","0:00:53","1","RD-HB15-B","600 x 190","12","10.710","10.710","BCB4","RD","3378","R1"
"RAKE","0:04:23","2","RD-BJ4-BB","2.775 x 894","12","233.730","467.460","BDF4","RD","3378","R1"
"RAKE","0:01:17","1","BPP-RD2-17~18-R1","2.550 x 102","12","24.500","24.500","BPP","BPP","3378","R1"
"RAKE","0:00:41","1","RD-HB50-B","742 x 190","12","12.450","12.450","BPP","RD","3378","R1"
"RAKE","0:06:57","4","BPR-RD2A-3-R3","2.550 x 102","12","24.500","98.000","BPR","RD2A","3378","R1"
"RAKE","0:01:34","1","BPR-RD2C-3-R3","2.550 x 102","12","24.500","24.500","BPR","RD2C","3378","R1"
"RAKE","0:11:23","5","RD-BJ1-BB","3.000 x 894","12","252.680","1,263.400","BDF2","RD","3379","R1"
"RAKE","0:02:25","1","RD-BJ3-BE_0","2.775 x 894","12","233.730","233.730","BDF4","RD","3379","R1"
"RAKE","0:02:04","1","RD-BJ4-BB","2.775 x 894","12","233.730","233.730","BDF4","RD","3379","R1"
"RAKE","0:02:32","1","RD-BJ2-BE","3.000 x 894","12","252.680","252.680","BDF2","RD","3379","R1"
"RAKE","0:00:51","1","RD-HB16-C","600 x 190","12","10.710","10.710","BCB4","RD","4467","R1"
"RAKE","0:04:54","2","RD-BJ3-BE_0","2.775 x 894","12","233.730","467.460","BDF4","RD","4467","R1"
"RAKE","0:01:30","2","RFR1/RFR93-HB69-A","524 x 75","12","3.700","7.400","BPP","RFR1/RFR93","4467","R1"
"RAKE","0:02:59","2","BPR-RD2C-3-R3","2.550 x 102","12","24.500","49.000","BPR","RD2C","4467","R1"
"RAKE","0:00:43","1","BPR-RD2C-HB5B","592 x 178","12","9.190","9.190","BPR","RD2C","4467","R1"
"RAKE","0:00:58","1","BPR-RFR85-HB8-R1","960 x 390","12","32.350","32.350","BPR","RFR85","4467","R1"
"RAKE","0:00:58","1","BPR-RFR85-HB9,_HB12-R1","964 x 390","12","32.430","32.430","BPR","RFR85","4467","R1"
"RAKE","0:05:08","2","RD-BJ2-BE","3.000 x 894","12","252.680","505.360","BDF2","RD","4467","R1"
"RAKE","0:05:02","1","RD-H5","9.066 x 590","12","503.870","503.870","BDF1","BDF1","4467","R1"
"RAKE","0:02:53","1","RD-H3_D","766 x 1.790","12","128.510","128.510","PCAS DE TETO","PCAS DE TETO","4467","R1"
"RAKE","0:06:55","10","B2-B","993 x 516","10","25.640","256.400","BCE4","RL2","3387","R1"
"RAKE","0:05:32","1","BPR-RFR85-H3-R2","9.400 x 1.860","10","1,372.490","1,372.490","BPR","RFR85","3387","R1"
"RAKE","0:01:26","1","BPR-RD1-H1A~H8A-A","229 x 2.400","10","30.070","30.070","BPR","RD1","3387","R1"
"RAKE","0:00:50","1","B30-C","615 x 310","8","8.780","8.780","BPP","RFR1","3423","R1"
"RAKE","0:01:46","1","RD-HB24C-B","2.000 x 508","8","63.860","63.860","BDF4","HASTILHA","3423","R1"
"RAKE","0:09:56","1","BPP-RD1-H2","12.000 x 1.817","8","1,369.440","1,369.440","BPP","RD1","3425","R1"
"RAKE","0:09:54","1","BPR-RFR89-H4-R1","11.900 x 1.860","8","1,390.020","1,390.020","BPR","RFR89","3431","R1"
"RAKE","0:06:16","1","BPR-RP-H2-R1","1.860 x 9.245","8","997.320","997.320","BPR","RP","3453","R1"
"RAKE","0:01:09","1","RL2-HB6B-B","957 x 337","8","18.610","18.610","BCE4","RL2","3453","R1"
"RAKE","0:01:45","1","RD-HB24A-B","2.000 x 508","8","63.240","63.240","BDF4","HASTILHA","3453","R1"
"RAKE","0:00:51","1","B34","629 x 423","8","10.620","10.620","BPP","BPP","3453","R1"
"RAKE","0:01:40","3","B31","252 x 146","8","1.400","4.200","BPP","RFR1","3453","R1"
"RAKE","0:00:37","1","B36","300 x 170","8","2.280","2.280","BPP","RFR0","3453","R1"
"RAKE","0:02:32","1","BPP-RD1-H1","2.051 x 1.817","8","234.090","234.090","BPP","RD1","3453","R1"
"RAKE","0:00:59","1","B15","903 x 458","8","16.800","16.800","BPR","BPR","3453","R1"
"RAKE","0:01:50","1","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","34.480","ACESS_DEFENCA","ACESS_DEFENCA","3523","R1"
"RAKE","0:01:27","1","RD-HB74-B_R1.IGS","1.013 x 344","16","43.700","43.700","BPP","RD","3523","R1"
"RAKE","0:02:03","1","BPR-RD2A-H2C-R1","1.497 x 1.398","16","249.640","249.640","BPR","RD2A","3523","R1"
"RAKE","0:02:06","1","BPR-RD2C-H1C-R2","1.497 x 1.398","16","249.640","249.640","BPR","RD2C","3523","R1"
"RAKE","0:02:53","2","RD-HB39-C","1.017 x 349","16","43.540","87.080","BPR","RD","3523","R1"
"RAKE","0:02:50","1","BPP-RD2-H2-R3","4.371 x 1.860","16","1,021.040","1,021.040","BPP","BPP","3523","R1"
"RAKE","0:03:30","1","BPP-RD2-H6-R3","4.371 x 1.860","16","1,021.040","1,021.040","BPP","BPP","3523","R1"
"RAKE","0:07:04","4","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","137.920","ACESS_DEFENCA","ACESS_DEFENCA","3522","R1"
"RAKE","0:02:47","1","R-BCE3-RL1-H4S","2.500 x 1.150","16","360.830","360.830","BCE3","RL1","3522","R1"
"RAKE","0:01:33","1","RD-HB19B-C","1.250 x 607","16","95.320","95.320","BDF3","RD","3522","R1"
"RAKE","0:02:34","1","R-BCB3-RL1-H4P","2.500 x 1.150","16","360.830","360.830","BCB3","RL1","3522","R1"
"RAKE","0:01:36","1","RD-TZ13-BB","527 x 1.219","16","80.660","80.660","BPP","RD","3522","R1"
"RAKE","0:00:39","1","B8","415 x 228","8","3.370","3.370","BPR","BPR","3453","R1"
"RAKE","0:00:59","1","B16","918 x 463","8","17.170","17.170","BPR","BPR","3453","R1"
"RAKE","0:01:21","1","RL1-HB2B-C","958 x 337","8","18.630","18.630","BCE4","RL1","3472","R1"
"RAKE","0:09:24","1","RL1-H40","11.600 x 1.860","8","1,354.970","1,354.970","BCE4","RL1","3472","R1"
"RAKE","0:00:40","1","B31","252 x 146","8","1.400","1.400","BPP","RFR1","3472","R1"
"RAKE","0:01:02","1","B17","703 x 364","8","10.990","10.990","BPR","BPR","3472","R1"
"RAKE","0:06:37","3","HASTILHA TESTE 1875","1.875 x 508","8","59.870","179.610","BDF1(3)","HASTILHA","3475","R1"
"RAKE","0:03:06","3","B32-C","721 x 410","8","12.440","37.320","BPP","RD1","3475","R1"
"RAKE","0:01:00","1","BPR-RD2A-H15C","592 x 203","8","7.490","7.490","BPR","RD2A","3475","R1"
"RAKE","0:01:00","1","BPR-RD2B-H1C,_H14C","600 x 203","8","7.590","7.590","BPR","RD2B","3475","R1"
"RAKE","0:01:06","1","BPR-RD2B-H2C~H7C,H9C~H13C","742 x 203","8","9.400","9.400","BPR","RD2B","3475","R1"
"RAKE","0:06:55","1","BPR-RFR89-H6","9.908 x 487","8","302.710","302.710","BPR","RFR89","3475","R1"
"RAKE","0:06:44","1","BPR-RP-H3-R2.IGS","9.252 x 982","8","350.550","350.550","BPR","RP","3475","R1"
"RAKE","0:06:44","1","BPR-RS-H3-R2","9.252 x 982","8","350.550","350.550","BPR","RS","3475","R1"
"RAKE","0:10:00","1","BPR-RFR89-H1-R4","11.900 x 1.860","8","1,388.030","1,388.030","BPR","RFR89","3476","R1"
"RAKE","0:09:36","12","B1-C","564 x 391","8","8.370","100.440","BCB4","RL2","3487","R1"
"RAKE","0:01:36","2","B1-B","564 x 391","8","8.370","16.740","BCB4","RL1","3487","R1"
"RAKE","0:01:07","1","RL1-HB2B-C","958 x 337","8","18.630","18.630","BCE4","RL1","3487","R1"
"RAKE","0:01:45","2","B33-B","721 x 410","8","12.440","24.880","BPP","RD1","3487","R1"
"RAKE","0:18:42","6","BPR-RD1-HB1~HB7-R1","3.070 x 1.654","8","176.850","1,061.100","BPR","RD1","3487","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF1(15)/BDF2(8)","HASTILHA","3497","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF2(23)","HASTILHA","3498","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF2(23)","HASTILHA","3499","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF2(23)","HASTILHA","3500","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF2(23)","HASTILHA","3501","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF2(20)/BDF3(3)","HASTILHA","3502","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3503","R1"
"RAKE","0:40:44","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3504","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3505","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3506","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(23)","HASTILHA","3507","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF3(2)/BDF4(21)","HASTILHA","3508","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3509","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3510","R1"
"RAKE","0:47:32","23","HASTILHA TESTE 1875","1.875 x 508","8","59.870","1,377.010","BDF4(23)","HASTILHA","3511","R1"
"RAKE","0:09:58","1","R-BCB3-RL1-H2P-R2","12.000 x 1.860","8","1,401.700","1,401.700","BCB3","RL1","3798","R1"
"RAKE","0:09:58","1","R-BCE3-RL1-H2S","12.000 x 1.860","8","1,401.700","1,401.700","BCE3","RL1","3800","R1"
"RAKE","0:09:54","1","BCE3-RL2-H26","12.000 x 1.760","8","1,326.340","1,326.340","BCE3","RL2","3802","R1"
"RAKE","0:09:54","1","BCB1-RL2-H9","12.000 x 1.760","8","1,326.340","1,326.340","BCB1","RL2","3816","R1"
"RAKE","0:09:51","1","BCB3-RL2-H1P-R1","1.686 x 12.000","8","1,270.660","1,270.660","BCB3","RL2","3819","R1"
"RAKE","0:08:49","1","BCE2-RL1-H24","12.000 x 1.389","8","1,046.440","1,046.440","BCE2","RL1","3980","R1"
"RAKE","0:00:40","1","BPR-RD2C-B5A~B5E","321 x 152","19","7.050","7.050","BPR","RD2C","4465","R1"
"RAKE","0:03:24","5","BPR-RD2A-B5A~B5E","328 x 152","19","7.130","35.650","BPR","RD2A","4465","R1"
"RAKE","0:05:03","5","BPR-RD2C-B2B~B6B-R5","680 x 600","19","37.420","187.100","BPR","RD2C","4465","R1"
"RAKE","0:04:16","5","BPR-RD2C-B2A~B6A-R3","584 x 259","19","22.210","111.050","BPR","RD2C","4465","R1"
"RAKE","0:06:05","4","RD-TZ11-C-R1","1.642 x 1.489","19","364.650","1,458.600","BPR","RD","4465","R1"
"RAKE","0:12:50","8","BPP-RD2-11A~11D, 14A~14D)_EXTRA","203 x 1.200","19","36.160","289.280","BPP","BPP","4465","R1"
"RAKE","0:29:29","12","BPP-RD2-15A~15F, 16A~16F)_Extra","361 x 203","19","10.780","129.360","BPP","BPP","4465","R1"
"RAKE","0:08:55","4","RD-TZ7-BE","422 x 2.775","8","73.500","294.000","BCE4","RD","3980","R1"
"RAKE","0:00:38","1","B36","300 x 170","8","2.280","2.280","BPP","RFR0","3980","R1"
"RAKE","0:01:04","1","BPP-RD2-H4B4-R2","775 x 440","8","16.700","16.700","BPP","BPP","3980","R1"
"RAKE","0:00:58","2","BPR-RD1-HE1","144 x 72","8","0.320","0.640","BPR","RD1","3980","R1"
"RAKE","0:09:14","1","BCB2-RL1-H17","12.000 x 1.389","8","1,046.440","1,046.440","BCB2","RL1","3981","R1"
"RAKE","0:04:56","2","RD-TZ3-BB","422 x 3.000","8","79.450","158.900","BCB2","RD","3981","R1"
"RAKE","0:00:36","1","B31","252 x 146","8","1.400","1.400","BPP","RFR1","3981","R1"
"RAKE","0:03:17","1","BPP-RD2-H4B3-R2","4.345 x 440","8","120.070","120.070","BPP","BPP","3981","R1"
"RAKE","0:02:02","1","BPR-RD1-HT2E-R3","1.480 x 383","8","30.820","30.820","BPR","RD1","3981","R1"
"RAKE","0:09:58","1","BPP-RFR0/RFR94-H4","12.000 x 1.868","8","1,407.720","1,407.720","BPP","RFR0/RFR94","3982","R1"
"RAKE","0:01:30","2","B1-C","564 x 391","8","8.370","16.740","BCB4","RL2","3983","R1"
"RAKE","0:02:09","1","RD-HB23C-B","2.400 x 508","8","76.630","76.630","BDF4","HASTILHA","3983","R1"
"RAKE","0:01:38","1","RD-HB24C-B","2.000 x 508","8","63.860","63.860","BDF4","HASTILHA","3983","R1"
"RAKE","0:00:55","1","B26-C","806 x 539","8","19.120","19.120","BPP","RP","3983","R1"
"RAKE","0:00:43","1","BPP-QD1-H2","590 x 100","8","3.710","3.710","BPP","RD1","3983","R1"
"RAKE","0:03:00","4","BPR-RD1-71~76,_78~82","682 x 76","8","3.260","13.040","BPR","RD1","3983","R1"
"RAKE","0:00:53","1","BPR-RD2A-H17C","742 x 203","8","9.400","9.400","BPR","RD2A","3983","R1"
"RAKE","0:00:48","1","BPR-RD2B-H1C,_H14C","600 x 203","8","7.590","7.590","BPR","RD2B","3983","R1"
"RAKE","0:04:44","1","BPR-RD2B-H7-R2","6.456 x 756","8","306.370","306.370","BPR","RD2B","3983","R1"
"RAKE","0:00:45","1","BPR-RD2C-H18C","596 x 203","8","7.610","7.610","BPR","RD2C","3983","R1"
"RAKE","0:00:46","1","BPR-RFR85-H28~H30","734 x 102","8","4.580","4.580","BPR","RFR85","3983","R1"
"RAKE","0:00:47","1","BPR-RFR85-H1~H27","742 x 102","8","4.690","4.690","BPR","RFR85","3983","R1"
"RAKE","0:08:14","1","RD-H2","12.000 x 1.040","8","783.740","783.740","BDF1","RD","3983","R1"
"RAKE","0:09:15","1","BCB1-RL1-H7","12.000 x 1.389","8","1,046.440","1,046.440","BCB1","RL1","3984","R1"
"RAKE","0:04:41","2","RD-TZ3-BB","422 x 3.000","8","79.450","158.900","BCB2","RD","3984","R1"
"RAKE","0:00:49","1","BPR-RD1-71~76,_78~82","682 x 76","8","3.260","3.260","BPR","RD1","3984","R1"
"RAKE","0:02:21","1","BPR-RD2A-TZ2-R4","422 x 2.469","8","65.490","65.490","BPR","RD2A","3984","R1"
"RAKE","0:02:21","1","BPR-RD2C-TZ2-R4","2.469 x 422","8","65.490","65.490","BPR","RD2C","3984","R1"
"RAKE","0:01:17","1","RD-HB41-C","942 x 333","8","19.690","19.690","BPR","RD","3984","R1"
"RAKE","0:08:20","1","BCB4-RL2-H32","1.686 x 11.100","8","1,175.350","1,175.350","BCB4","RL2","3986","R1"
"RAKE","0:02:54","3","B17","703 x 364","8","10.990","32.970","BPR","BPR","3986","R1"
"RAKE","0:01:52","1","HASTILHA S/ CHANFRO 1875","1.875 x 508","8","59.250","59.250","BDF1(1)","HASTILHA","3986","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","3990","R1"
"RAKE","0:08:38","1","BDF4-RD-H13","11.100 x 1.860","8","1,296.570","1,296.570","BDF4","RD","3993","R1"
"RAKE","0:01:44","1","RD-HB75-C.IGS","1.790 x 331","8","36.530","36.530","BPP","RD","3993","R1"
"RAKE","0:02:09","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF1(1)","HASTILHA","3993","R1"
"RAKE","0:08:38","1","BDF4-RD-H13","11.100 x 1.860","8","1,296.570","1,296.570","BDF4","RD","3994","R1"
"RAKE","0:01:45","1","RD-HB73-B.IGS","1.793 x 330","8","36.560","36.560","BPP","RD","3994","R1"
"RAKE","0:02:09","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF1(1)","HASTILHA","3994","R1"
"RAKE","0:08:37","1","BDF4-RD-H13","11.100 x 1.860","8","1,296.570","1,296.570","BDF4","RD","3995","R1"
"RAKE","0:01:44","1","RD-HB73-B.IGS","1.793 x 330","8","36.560","36.560","BPP","RD","3995","R1"
"RAKE","0:02:09","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF1(1)","HASTILHA","3995","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","3996","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","3997","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","3998","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","3999","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","4000","R1"
"RAKE","0:09:58","1","BDF2-RD-H16","12.000 x 1.860","8","1,401.700","1,401.700","BDF2","RD","4001","R1"
"RAKE","0:09:48","1","BPR-RD1-H8-R1..","11.913 x 1.860","8","1,385.590","1,385.590","BPR","RD1","4006","R1"
"RAKE","0:02:06","2","RL2-HB6B-B","957 x 337","8","18.610","37.220","BCE4","RL2","4007","R1"
"RAKE","0:06:53","1","BCE2-H1S-R1","12.000 x 1.015","8","764.880","764.880","BCE2","RD","4007","R1"
"RAKE","0:02:00","1","RD-HB23A-B","2.850 x 508","8","90.380","90.380","BDF4","HASTILHA","4007","R1"
"RAKE","0:01:35","1","RD-HB24D-B","2.000 x 508","8","63.240","63.240","BDF4","HASTILHA","4007","R1"
"RAKE","0:00:30","1","B31","252 x 146","8","1.400","1.400","BPP","RFR1","4007","R1"
"RAKE","0:04:27","6","B12","637 x 244","8","6.890","41.340","BPR","BPR","4007","R1"
"RAKE","0:00:47","1","B17","703 x 364","8","10.990","10.990","BPR","BPR","4007","R1"
"RAKE","0:04:48","8","B8","415 x 228","8","3.370","26.960","BPR","BPR","4007","R1"
"RAKE","0:08:20","10","BPR-RD1-H20~H32","930 x 102","8","5.280","52.800","BPR","RD1","4007","R1"
"RAKE","0:02:00","1","BPR-RD1-HT1G-R1","2.850 x 508","8","90.380","90.380","BPR","HASTILHA","4007","R1"
"RAKE","0:02:17","1","BPR-RD1-HT2D-R2","2.920 x 383","8","63.550","63.550","BPR","RD1","4007","R1"
"RAKE","0:00:52","1","BPR-RD2B-H2C~H7C,H9C~H13C","742 x 203","8","9.400","9.400","BPR","RD2B","4007","R1"
